ACCESS_label,HHLANP_label,HINCP,NRC,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,75000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,75000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,75000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,75000,4,6
"Yes, by paying a cell phone company or Internet service provider",English only household,76800,0,1
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,56000,1,4
"Yes, by paying a cell phone company or Internet service provider",English only household,51700,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,51700,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,51700,0,4
"Yes, by paying a cell phone company or Internet service provider",English only household,51700,0,4
"No access to the Internet at this house, apartment, or mobile home",English only household,33800,0,1
