ACCESS_label,HHLANP_label,HINCP,FS,NP
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,27400,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,27400,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,7200,2,1
"Yes, without paying a cell phone company or Internet service provider",English only household,36000,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,36000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,322000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,322000,2,2
"No access to the Internet at this house, apartment, or mobile home",French,1100,2,1
"No access to the Internet at this house, apartment, or mobile home",Spanish,29900,2,2
"No access to the Internet at this house, apartment, or mobile home",Spanish,29900,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,85300,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,85300,2,2
"Yes, without paying a cell phone company or Internet service provider",English only household,49400,2,6
"Yes, without paying a cell phone company or Internet service provider",English only household,49400,2,6
"Yes, without paying a cell phone company or Internet service provider",English only household,49400,2,6
"Yes, without paying a cell phone company or Internet service provider",English only household,49400,2,6
"Yes, without paying a cell phone company or Internet service provider",English only household,49400,2,6
"Yes, without paying a cell phone company or Internet service provider",English only household,49400,2,6
"Yes, by paying a cell phone company or Internet service provider",English only household,67900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,67900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,67900,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,32000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,32000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,32000,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,8900,1,1
"Yes, without paying a cell phone company or Internet service provider",English only household,13580,2,1
"Yes, by paying a cell phone company or Internet service provider",French,39300,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,71020,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,71020,2,2
